0,1,1,0
1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
7,1,1,0
8,1,1,0
9,1,1,0
10,1,1,0
11,1,1,0
12,1,1,0
13,1,1,0
14,1,1,0
15,1,1,0
16,1,1,0
17,1,1,0
18,1,1,0
19,1,1,0
20,1,1,0
21,1,1,0
22,1,1,0
23,1,1,0
24,1,1,0
25,1,1,0
26,1,1,0
27,1,1,0
28,1,1,0
29,1,1,0
30,1,1,0
31,1,1,0
32,1,1,0
33,1,1,0
34,1,1,0
35,1,1,0
36,1,1,0
37,1,1,0
38,1,1,0
39,1,1,0
40,1,1,0
41,1,1,0
42,1,1,0
43,1,1,0
44,1,1,0
45,1,1,0
46,1,1,0
47,1,1,0
48,1,1,0
49,1,1,0
50,1,1,0
51,1,1,0
52,1,1,0
53,1,1,0
54,1,1,0
55,1,1,0
56,1,1,0
57,1,1,0
58,1,1,0
59,1,1,0
60,1,1,0
61,1,1,0
62,1,1,0
63,1,1,0
64,1,1,0
65,1,1,0
66,1,1,0
67,1,1,0
68,1,1,0
69,1,1,0
70,1,1,0
71,1,1,0
72,1,1,0
73,1,1,0
74,1,1,0
75,1,1,0
76,1,1,0
77,1,1,0
78,1,1,0
79,1,1,0
80,1,1,0
81,1,1,0
82,1,1,0
83,1,1,0
84,1,1,0
85,1,1,0
86,1,1,0
87,1,1,0
88,1,1,0
89,1,1,0
90,1,1,0
91,1,1,0
92,1,1,0
93,1,1,0
94,1,1,0
95,1,1,0
96,1,1,0
97,1,1,0
98,1,1,0
99,1,1,0
100,0.42,1.0,0
101,0.42,1.0,0
102,0.42,1.0,0
103,0.42,1.0,119
104,0.42,1.0,119
105,0.42,1.0,119
106,0.42,1.0,118
107,0.42,1.0,118
108,0.42,1.0,118
109,0.42,1.0,118
110,0.42,1.0,117
111,0.42,1.0,117
112,0.42,1.0,117
113,0.42,1.0,117
114,0.42,1.0,116
115,0.42,1.0,116
116,0.42,1.0,116
117,0.42,1.0,116
118,0.42,1.0,115
119,0.42,1.0,115
120,0.42,1.0,115
121,0.42,1.0,115
122,0.42,1.0,114
123,0.42,1.0,114
124,0.42,1.0,114
125,0.42,1.0,114
126,0.42,1.0,113
127,0.42,1.0,113
128,0.42,1.0,113
129,0.42,1.0,113
130,0.42,1.0,112
131,0.42,1.0,112
132,0.42,1.0,112
133,0.42,1.0,112
134,0.42,1.0,112
135,0.42,1.0,111
136,0.42,1.0,111
137,0.42,1.0,111
138,0.42,1.0,111
139,0.42,1.0,110
140,0.42,1.0,110
141,0.42,1.0,110
142,0.42,1.0,110
143,0.42,1.0,109
144,0.42,1.0,109
145,0.42,1.0,109
146,0.42,1.0,109
147,0.42,1.0,109
148,0.42,1.0,108
149,0.42,1.0,108
150,0.49,1.0,108
151,0.49,1.0,108
152,0.49,1.0,107
153,0.49,1.0,107
154,0.49,1.0,107
155,0.49,1.0,107
156,0.49,1.0,107
157,0.49,1.0,106
158,0.49,1.0,106
159,0.49,1.0,106
160,0.49,1.0,106
161,0.49,1.0,105
162,0.49,1.0,105
163,0.49,1.0,105
164,0.49,1.0,105
165,0.49,1.0,105
166,0.49,1.0,104
167,0.49,1.0,104
168,0.49,1.0,104
169,0.49,1.0,104
170,0.49,1.0,104
171,0.49,1.0,103
172,0.49,1.0,103
173,0.49,1.0,103
174,0.49,1.0,103
175,0.49,1.0,103
176,0.49,1.0,102
177,0.49,1.0,102
178,0.49,1.0,102
179,0.49,1.0,102
180,0.49,1.0,102
181,0.49,1.0,101
182,0.49,1.0,101
183,0.49,1.0,101
184,0.49,1.0,101
185,0.49,1.0,100
186,0.49,1.0,100
187,0.49,1.0,100
188,0.49,1.0,100
189,0.49,1.0,100
190,0.49,1.0,99
191,0.49,1.0,99
192,0.49,1.0,99
193,0.49,1.0,99
194,0.49,1.0,99
195,0.49,1.0,98
196,0.49,1.0,98
